,TARGET,SK_ID_CURR,CODE_GENDER,AGE,CNT_FAM_MEMBERS,CNT_CHILDREN,DAYS_EMPLOYED_PERC,NAME_TYPE_SUITE,NAME_FAMILY_STATUS,AMT_INCOME_TOTAL,AMT_GOODS_PRICE,BURO_CREDIT_ACTIVE_Sold_MEAN,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,DEF_30_CNT_SOCIAL_CIRCLE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NAME_EDUCATION_TYPE_High education,NAME_EDUCATION_TYPE_Low education,NAME_EDUCATION_TYPE_Medium education,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Electricity,ORGANIZATION_TYPE_Government/Industry,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Other/Construction/Agriculture,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Services,ORGANIZATION_TYPE_Trade/Business,OCCUPATION_TYPE_Accountants/HR staff/Managers,OCCUPATION_TYPE_Core/Sales staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Tech Staff
25133,0,407245,0,39.72054794520548,1.0,0,0.0871844392329976,0,0,157500.0,94500.0,0.0,1.3466717968449404,157500.0,0.0582857142857142,0.0784917275875336,0.0,0.3258235738850807,0.3695643292743953,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15807,1,293082,1,35.95342465753425,1.0,0,0.0355101729787396,0,0,202500.0,301500.0,0.0,0.5100537256591028,202500.0,0.107,0.0545757486455239,0.0,0.4289834240132031,0.7239517827439408,0.7281412993111438,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9444,0,214538,1,36.36438356164384,1.0,0,0.089128305582762,0,0,405000.0,3150000.0,0.0,0.1285714285714285,405000.0,0.1966222222222222,0.02528,0.0,0.4438010078344602,0.7327301301036174,0.3622772470384314,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28435,0,447089,0,35.78630136986301,2.0,0,0.0565763282805083,0,1,225000.0,900000.0,0.0,0.2359826316783084,112500.0,0.30632,0.0722861997356994,0.0,0.5209997680142984,0.6721633369943224,0.2807895743848605,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1089,0,113487,1,48.96438356164384,2.0,0,0.3185989256938227,1,1,108000.0,270000.0,0.0,0.4,54000.0,0.125,0.05,0.0,0.6314050290322586,0.6024667767140609,0.7503751495159068,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25000,0,405762,1,49.2027397260274,2.0,0,0.3950665404532546,0,1,85500.0,225000.0,0.0,0.2722063037249284,42750.0,0.1890526315789473,0.0514613180515759,0.0,0.5525489948412639,0.0602192694314051,0.221335206354466,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5711,0,169154,1,55.706849315068496,2.0,0,0.0595091722815128,0,1,112500.0,139500.0,0.0,0.7124130856035563,56250.0,0.13788,0.0982275162430183,0.0,0.8891612769356856,0.7293808850113537,0.5567274263630174,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22425,0,374974,1,43.43835616438356,2.0,0,0.027688426363923,0,1,270000.0,400500.0,0.0,0.5819705522900541,135000.0,0.1167166666666666,0.0679256629614541,0.0,0.6831563050968449,0.6696817307713981,0.2405414172860865,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5130,0,162152,1,40.73424657534247,3.0,1,0.0534705407586763,1,1,360000.0,900000.0,0.0,0.4,120000.0,0.0734625,0.029385,0.0,0.4682806886080778,0.5539515557057803,0.1317701325313814,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
22221,0,372711,1,33.035616438356165,3.0,1,0.0669265218112456,0,1,270000.0,765000.0,0.0,0.3529411764705882,90000.0,0.1416666666666666,0.05,0.0,0.4328570748425856,0.6748033346784756,0.5046813193144684,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
16209,0,298377,1,40.95068493150685,2.0,1,0.013915835953703,0,0,225000.0,292500.0,0.0,0.7692307692307693,112500.0,0.065,0.05,0.0,0.5519872626193613,0.7204992611193454,0.6940926425266661,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14280,0,274444,0,41.66575342465753,5.0,3,0.0435297211993687,0,1,112500.0,279000.0,0.0,0.3647132624330751,22500.0,0.2892,0.1054750754956453,0.0,0.4768840980517413,0.5236885951293334,0.8128226070575616,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4678,0,156507,0,50.21095890410959,2.0,0,0.4269656790527636,1,1,157500.0,553500.0,0.0,0.229922811627525,78750.0,0.1850857142857143,0.0425554278206602,0.0,0.2261957138296293,0.6252121335325843,0.7636399214572418,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6751,0,182089,1,29.92602739726028,2.0,0,0.2381213952210931,0,1,103500.0,463500.0,0.0,0.1863948003954811,51750.0,0.1743043478260869,0.0324894241211079,0.0,0.3003560579900864,0.462194059614455,0.2955826421513093,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11587,0,240886,1,44.76164383561644,2.0,0,0.5032439711102951,0,1,67500.0,904500.0,0.0,0.0639849848568869,33750.0,0.6640666666666667,0.04249029561063,0.0,0.4555450692946103,0.4030645218557633,0.5513812618027899,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18402,0,325901,1,62.131506849315066,1.0,0,0.3671840550313078,0,0,225000.0,225000.0,0.0,1.0,225000.0,0.05,0.05,0.0,0.8494283683167093,0.8089027473897368,0.7121551551910698,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11456,0,239234,0,28.164383561643834,2.0,0,0.2821984435797665,0,1,212233.5,900000.0,0.0,0.235815,106116.75,0.2154231070966647,0.0508,0.0,0.3115743866293911,0.6003804846397771,0.5656079814115492,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12277,0,249554,0,39.73150684931507,3.0,1,0.296166046062612,0,1,450000.0,675000.0,0.0,0.6666666666666666,150000.0,0.075,0.05,0.0,0.4710835125010654,0.7820333695064305,0.7530673920730478,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
15664,0,291135,1,54.10410958904109,2.0,0,0.0298764431841199,0,1,180000.0,675000.0,0.0,0.2666666666666666,90000.0,0.240375,0.0641,0.0,0.4415591134443186,0.6467635239646198,0.4992720153045617,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26211,0,420161,0,27.72876712328767,3.0,1,0.2234957020057306,0,1,270000.0,180000.0,0.0,1.5,90000.0,0.0333333333333333,0.05,0.0,0.2625438683774531,0.7236370217357244,0.6658549219640212,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26412,0,422297,1,42.05205479452055,1.0,0,0.3116163919473581,0,0,220500.0,450000.0,0.0,0.4431982633863965,220500.0,0.2203877551020408,0.0976754703328509,0.0,0.4603087067495459,0.6997546708303848,0.7165702448010511,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
27888,0,440331,0,34.964383561643835,3.0,2,0.284751606331296,0,0,135000.0,900000.0,0.0,0.1252086811352253,45000.0,0.2335,0.0292362270450751,0.0,0.1357658843453297,0.7169849402734555,0.7675231046555077,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24906,0,404676,1,25.846575342465755,1.0,0,0.1786092855628577,0,0,171000.0,900000.0,0.0,0.19,171000.0,0.1747105263157894,0.033195,0.0,0.344859925399527,0.6897663356134045,0.7713615919194317,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5265,0,163822,1,27.48767123287672,1.0,0,0.0231236918170038,0,0,112500.0,252000.0,0.0,0.3531871609403255,112500.0,0.18208,0.0643083182640144,0.0,0.5070827944711395,0.2216932850171092,0.6363761710860439,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28879,0,453166,1,29.383561643835616,3.0,1,0.0764568764568764,1,1,180000.0,450000.0,0.0,0.4,60000.0,0.081975,0.03279,0.0,0.2601752944840665,0.5769979287302688,0.511891801533151,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17095,0,309329,0,29.12602739726028,1.0,0,0.2447559025491487,0,0,135000.0,540000.0,0.0,0.25,135000.0,0.2456666666666666,0.0614166666666666,0.0,0.2548129658528214,0.2261545935989813,0.8004513396487078,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8506,0,203101,0,23.39452054794521,1.0,0,0.0203770933364562,0,0,112500.0,184500.0,0.0,0.5386537964319572,112500.0,0.22148,0.1193010428337499,0.0,0.1946236655503419,0.3171288744514417,0.3740208032583212,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10790,0,231248,1,53.41369863013698,1.0,0,0.1491075092326631,0,0,180000.0,810000.0,0.0,0.1951714581259636,180000.0,0.2178,0.0425083435798348,0.0,0.3648742360981399,0.6139145636731258,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25447,1,410814,0,27.336986301369866,3.0,1,0.1724794548005612,0,1,216000.0,675000.0,0.0,0.2894356005788712,72000.0,0.2735833333333333,0.0791847563917028,1.0,0.1467851352453832,0.431068731473969,0.4400578303966329,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
238,0,102893,1,51.66301369863014,2.0,0,0.611656148910219,0,1,180000.0,945000.0,0.0,0.1904761904761904,90000.0,0.222425,0.0423666666666666,0.0,0.6489300994339962,0.724672272885164,0.6006575372857061,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8375,0,201687,1,34.63013698630137,2.0,0,0.2622626582278481,0,1,90000.0,643500.0,0.0,0.1398601398601398,45000.0,0.23065,0.0322587412587412,0.0,0.6368581462449805,0.7498689059346317,0.5814837058057234,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4823,0,158380,1,51.78630136986301,2.0,0,0.088509152470638,1,1,157500.0,1575000.0,0.0,0.0893814801573114,78750.0,0.4154285714285714,0.037131620613923,0.0,0.5753795334706038,0.6914810607686772,0.4418358231994413,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
465,0,105592,1,47.32054794520548,2.0,0,0.3015863825845298,0,1,171000.0,90000.0,0.0,1.5859766277128549,85500.0,0.0456052631578947,0.0723288814691151,0.0,0.6283076300175876,0.4433683508097339,0.7649392739475195,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7985,0,196991,1,46.67123287671233,1.0,0,0.1836219547989433,0,0,202500.0,675000.0,0.0,0.2589779005524862,202500.0,0.1700888888888889,0.0440492633517495,0.0,0.2805326550032596,0.4872176005163881,0.6512602186973006,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7159,0,186959,1,46.391780821917806,2.0,0,0.0630130514380204,0,1,202500.0,450000.0,0.0,0.4070188133140376,101250.0,0.1794222222222222,0.0730282199710564,0.0,0.3555566747879361,0.6459887782018592,0.4740512892789932,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
337,0,104166,1,57.21369863013699,3.0,1,0.550782933486568,0,1,225000.0,679500.0,0.0,0.3068256432599611,75000.0,0.17422,0.0534551635687504,0.0,0.6411056258441633,0.4188801829640089,0.6479768603302221,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1246,0,115487,0,31.493150684931507,1.0,0,0.4053936494127881,0,0,112500.0,450000.0,0.0,0.2158149171270718,112500.0,0.28116,0.0606785220994475,0.0,0.5127952183649936,0.0063054230873157,0.6296742509538716,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24052,0,394560,0,30.378082191780823,3.0,1,0.0940656565656565,1,1,247500.0,202500.0,0.0,1.2222222222222223,82500.0,0.097090909090909,0.1186666666666666,0.0,0.4497480572672689,0.7036726589058241,0.5352762504724826,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
19149,0,334953,1,32.2,3.0,1,0.2222411299242746,1,1,315000.0,900000.0,0.0,0.2921535893155259,105000.0,0.1104142857142857,0.0322579298831385,0.0,0.3916288821689263,0.7013785469371205,0.8171723992791566,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15324,0,287151,1,27.43013698630137,1.0,0,0.1220535357570914,0,0,225000.0,454500.0,0.0,0.4761904761904761,225000.0,0.21576,0.1027428571428571,0.0,0.4052319397974049,0.7595711579464364,0.7662336700704004,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2862,0,135362,1,38.04657534246575,2.0,0,0.2975444660473824,1,1,270000.0,450000.0,0.0,0.4900359359686377,135000.0,0.1363666666666666,0.0668245671349232,0.0,0.1939940136572708,0.7065916384823605,0.363945238612397,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7525,0,191329,0,59.10410958904109,2.0,0,0.3309229129003847,0,1,900000.0,675000.0,0.0,1.3333333333333333,450000.0,0.0375,0.05,0.0,0.7979370445375347,0.5627194869842227,0.4294236843421945,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2939,0,136229,1,37.81095890410959,4.0,2,0.064343163538874,1,1,67500.0,247500.0,0.0,0.2727272727272727,16875.0,0.1833333333333333,0.05,0.0,0.6009217428663557,0.2631435910213423,0.5172965813614878,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3547,0,143414,1,40.0027397260274,3.0,1,0.027326895418122,1,1,112500.0,517500.0,0.0,0.1756555464995362,37500.0,0.27504,0.0483123015092324,0.0,0.205524683760828,0.528453634655081,0.5797274227921155,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
850,0,110702,0,38.89315068493151,2.0,0,0.4531558185404339,0,1,135000.0,675000.0,0.0,0.1669449081803005,67500.0,0.1942,0.0324207011686143,0.0,0.5204372167847279,0.6419528359797261,0.746300213050371,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19842,0,343515,0,27.0,2.0,0,0.1290715372907153,0,1,247500.0,900000.0,0.0,0.24152467943088,123750.0,0.2119272727272727,0.0511856666081152,0.0,0.4422153011742697,0.3069057039526852,0.4118485559242397,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15462,0,288781,1,52.44931506849315,2.0,0,0.451681989134977,0,1,360000.0,562500.0,0.0227272727272727,0.5524861878453039,180000.0,0.0800875,0.0442472375690607,0.0,0.6876943199876924,0.716758582407892,0.511891801533151,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
395,0,104803,1,34.00821917808219,2.0,1,0.0312575525658583,0,0,315000.0,945000.0,0.0,0.3088707684704719,157500.0,0.1812,0.0559673832468495,0.0,0.4536010901466915,0.7062787236436532,0.8235493123400324,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24668,0,402149,0,23.17808219178082,1.0,0,0.0617021276595744,0,0,202500.0,450000.0,0.0,0.3163667041619797,202500.0,0.148,0.046822272215973,0.0,0.2079280932545875,0.4361922070705327,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16426,0,301170,1,36.68219178082192,2.0,0,0.3173500634849503,1,1,225000.0,1534500.0,0.0,0.1265777921795177,112500.0,0.2401,0.0303913279023021,0.0,0.7519044715193856,0.5828949845045354,0.5779691187553125,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1784,0,121961,1,43.2958904109589,3.0,1,0.1320635322407138,0,1,121500.0,472500.0,0.0,0.2298380918330864,40500.0,0.2232222222222222,0.0513049696102967,0.0,0.1848025011701424,0.6828696531011698,0.7165702448010511,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20380,0,350729,0,34.863013698630134,4.0,2,0.128172888015717,0,1,135000.0,675000.0,0.0,0.2,33750.0,0.1862666666666666,0.0372533333333333,0.0,0.5165134388384856,0.7646456625542792,0.6577838002083306,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7509,1,191126,0,29.0,2.0,1,0.0785073216816249,0,0,135000.0,234000.0,0.0,0.5479852409308442,67500.0,0.1946,0.1066379278851423,0.0,0.1888715916569041,0.476418802445023,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14505,0,277112,0,42.74794520547945,2.0,0,0.5103505736076396,0,1,202500.0,454500.0,0.0,0.3846219593497325,101250.0,0.1416888888888889,0.0544966580625309,0.0,0.6474162324720333,0.5746691959469743,0.3622772470384314,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14090,0,272032,1,22.56164383561644,2.0,0,0.0618093503339405,0,1,202500.0,900000.0,0.0,0.1976111013525382,101250.0,0.2590222222222222,0.0511856666081152,2.0,0.2583114384375713,0.51477459989756,0.3622772470384314,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3225,0,139692,1,50.131506849315066,2.0,0,0.0823040769483003,0,1,225000.0,675000.0,0.0,0.2387774594078319,112500.0,0.13568,0.0323973256924546,0.0,0.8325807478688457,0.5462124907203059,0.7338145369642702,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3527,0,143147,0,40.16438356164384,3.0,1,0.2289222373806275,1,1,270000.0,1350000.0,0.0,0.2,90000.0,0.2744833333333333,0.0548966666666666,0.0,0.5562787450884269,0.2471923757292297,0.6940926425266661,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18543,1,327745,1,56.131506849315066,1.0,0,0.1118215540804373,0,0,180000.0,841500.0,0.0,0.1785507039361502,180000.0,0.171125,0.0305544892110737,0.0,0.4276760833559926,0.6613875119235622,0.722392890081304,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7358,0,189100,0,37.31232876712329,3.0,1,0.2125706733240326,0,1,225000.0,1543500.0,0.0,0.1302938386649572,75000.0,0.21164,0.0275753880150515,0.0,0.2397728806530938,0.6204656606537083,0.656158373001177,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8050,0,197815,1,38.25479452054795,3.0,1,0.0525674998209553,0,1,135000.0,450000.0,0.0,0.3,45000.0,0.2633666666666667,0.07901,0.0,0.4173368255588629,0.0919245524411034,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18881,0,331727,1,35.35342465753425,3.0,1,0.0348729076255424,0,1,202500.0,1350000.0,0.0,0.1309814879497031,67500.0,0.2238666666666666,0.0293223891023402,0.0,0.6934138099583963,0.6796407140669424,0.6479768603302221,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
18374,0,325604,1,30.18904109589041,2.0,0,0.1010981032761593,0,1,112500.0,135000.0,0.1,0.6733462615815557,56250.0,0.13736,0.0924908424908425,0.0,0.1859130258882341,0.6779194847386771,0.3723336657058204,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
25231,1,408376,1,33.983561643835614,1.0,0,0.006046436633344,0,0,112500.0,225000.0,0.0,0.4416961130742049,112500.0,0.17884,0.0789929328621908,0.0,0.2372555097545421,0.5008328508943185,0.1745642655572634,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23292,0,385056,1,44.02465753424657,2.0,0,0.0434999066525608,0,1,337500.0,1395000.0,0.0,0.2209378369302013,168750.0,0.14748,0.032583912190466,0.0,0.8884948314803729,0.7570703830192331,0.6738300778602003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12304,1,249888,0,27.213698630136985,2.0,0,0.1781938991241317,0,1,180000.0,405000.0,0.0,0.4444444444444444,90000.0,0.118525,0.0526777777777777,0.0,0.308288648737236,0.0762389701985129,0.1510075350878296,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
802,0,109956,0,34.61369863013699,5.0,3,0.3208010131391483,0,1,270000.0,148500.0,0.0,1.5695712454547832,54000.0,0.0657666666666666,0.1032254689094095,0.0,0.34233000350187,0.4701989313751287,0.3556387169923543,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2730,0,133601,1,48.345205479452055,2.0,0,0.0387056556726736,0,1,225000.0,553500.0,0.0,0.4065040650406504,112500.0,0.13344,0.0542439024390243,0.0,0.7013011418490916,0.283546459426567,0.2512394458905693,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12252,0,249300,1,26.36986301369863,3.0,1,0.1267532467532467,1,1,202500.0,450000.0,0.0,0.3417375455650061,67500.0,0.1774666666666666,0.0606470230862697,0.0,0.5273470490582676,0.5853916518982161,0.1714683668967994,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1081,0,113423,1,50.20821917808219,2.0,0,0.0729018880279384,1,1,135000.0,945000.0,0.0,0.1247442742378124,67500.0,0.2353333333333333,0.0293564858706318,0.0,0.5949801364714689,0.1287531584416871,0.7517237147741489,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6266,0,175790,1,57.41917808219178,2.0,0,0.1079301460062983,0,1,247500.0,1305000.0,0.0,0.1896551724137931,123750.0,0.145,0.0275,0.0,0.630388168844052,0.6740398772980453,0.6658549219640212,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4789,0,157984,1,40.5013698630137,2.0,0,0.0701481431373875,0,1,135000.0,1800000.0,0.0,0.075,67500.0,0.4634666666666667,0.03476,0.0,0.3067319446568359,0.3852237830220857,0.2525986978339766,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22270,0,373293,1,30.0,4.0,2,0.1030136986301369,0,1,108000.0,333000.0,0.0,0.2677704760735923,27000.0,0.1752916666666666,0.0469379330350667,0.0,0.4809319856663482,0.6115639723679049,0.2636468134452008,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9652,0,216962,1,40.06575342465754,2.0,0,0.1931072210065645,0,1,202500.0,675000.0,0.0,0.3,101250.0,0.1603555555555555,0.0481066666666666,0.0,0.3966462365094207,0.666709758692511,0.4920600938649263,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
393,0,104789,1,37.52328767123288,2.0,0,0.0316150700934579,0,1,157500.0,886500.0,0.0,0.1483013143733633,78750.0,0.1979714285714285,0.0293594230655152,0.0,0.3535297788270067,0.7465484753234217,0.375711009574066,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10436,0,226667,1,54.6054794520548,2.0,0,0.2175003762982288,0,1,157500.0,1350000.0,0.0,0.1166666666666666,78750.0,0.2765142857142857,0.03226,0.0,0.7815635678847652,0.7033488127181851,0.7366226976503176,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23843,0,391972,1,42.298630136986304,2.0,0,0.1246194701729386,0,1,166500.0,1350000.0,0.0,0.1233333333333333,83250.0,0.2237567567567567,0.0275966666666666,0.0,0.6975678652479427,0.3852289618563322,0.4507472818545589,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
17387,0,313033,1,33.32876712328767,4.0,2,0.3325935059597205,1,1,76500.0,126000.0,0.0,0.5363452801615346,19125.0,0.2024705882352941,0.1085941443715295,1.0,0.4646200245800174,0.5405589386336959,0.4561097392782771,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18804,0,330852,1,43.18904109589041,2.0,0,0.1553539710733316,0,1,135000.0,1125000.0,0.0,0.1047851903597624,67500.0,0.2790333333333333,0.0292385609500523,0.0,0.795133498603909,0.7405105265072752,0.4241303111942548,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4069,0,149434,0,51.29041095890411,2.0,0,0.0900592917045029,1,1,360000.0,450000.0,0.0,0.723589001447178,180000.0,0.1349875,0.0976754703328509,0.0,0.9000284187334788,0.7516651878348322,0.6658549219640212,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1035,0,112961,0,50.84383561643836,2.0,0,0.1197327298200237,0,1,225000.0,1125000.0,0.0,0.2,112500.0,0.1462,0.02924,0.0,0.5635470874195984,0.7821488994920948,0.5919766183185521,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13755,0,267891,0,29.832876712328765,2.0,0,0.0510607034622095,0,1,180000.0,180000.0,0.0,1.0,90000.0,0.05,0.05,0.0,0.2155596150165266,0.6862929773138559,0.6610235391308081,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
18885,0,331809,1,42.64657534246575,1.0,0,0.2969934472568418,0,0,148500.0,270000.0,0.0,0.4974674384949348,148500.0,0.1162727272727272,0.0578418958031837,0.0,0.7027360600081051,0.6574094034315405,0.7649392739475195,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4477,0,154294,1,30.775342465753425,3.0,1,0.1809845989495237,1,1,90000.0,454500.0,0.0,0.198019801980198,30000.0,0.1669,0.033049504950495,0.0,0.3970715207947798,0.6714787110648693,0.6430255641096323,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
14943,0,282189,0,43.56164383561644,5.0,3,0.4667924528301886,0,1,135000.0,450000.0,0.0,0.2476882430647292,27000.0,0.1973333333333333,0.0488771466314399,0.0,0.6157684751111412,0.588689000846811,0.6296742509538716,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15850,1,293587,1,28.715068493150685,2.0,0,0.0119263429062112,0,1,180000.0,1350000.0,0.0,0.1164279892886249,90000.0,0.2273,0.0264640819653044,0.0,0.1454649380728119,0.3885590928294053,0.2764406945454034,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6186,0,174849,1,31.78630136986301,2.0,0,0.3847612480606792,1,1,315000.0,324000.0,0.0,0.7383187427486552,157500.0,0.0600714285714285,0.0443518616179727,0.0,0.4069929355345038,0.6600983200235201,0.6430255641096323,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13224,1,261042,0,51.57808219178082,2.0,0,0.0199192605970466,0,1,117000.0,585000.0,0.0,0.1808972503617945,58500.0,0.4378461538461538,0.0792051653122564,0.0,0.6974261182423348,0.5619767863177043,0.6610235391308081,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27450,0,435290,1,44.76986301369863,2.0,0,0.1631479101646166,1,1,112500.0,1350000.0,0.0,0.0833333333333333,56250.0,0.35204,0.0293366666666666,0.0,0.6785619611932037,0.5120431247875123,0.4083588531230431,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19855,0,343739,1,51.37260273972603,1.0,0,0.0820222921444189,0,0,202500.0,148500.0,0.0,1.138260737592958,202500.0,0.0758,0.0862801639095462,0.0,0.5902938677604239,0.5753158095653905,0.3139166772114369,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
816,0,110190,0,44.9013698630137,1.0,0,0.1756666056501311,0,0,180000.0,720000.0,0.0,0.1790830945558739,180000.0,0.16075,0.0287876074498567,0.0,0.7924596895627433,0.6237147176588439,0.6512602186973006,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7388,0,189567,1,39.227397260273975,3.0,1,0.0653024165386227,1,1,180000.0,315000.0,0.0,0.5714285714285714,60000.0,0.10045,0.0574,0.0,0.6751476022752957,0.3811665018492016,0.6397075677637197,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14902,0,281700,0,40.23835616438356,2.0,0,0.0898073125893647,0,1,112500.0,450000.0,0.0,0.1870417477180906,56250.0,0.29004,0.054249588508155,0.0,0.5964448185634315,0.5341386506289374,0.4436153084085652,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7612,0,192381,1,40.47945205479452,3.0,1,0.0851438240270727,0,1,292500.0,900000.0,0.0,0.325,97500.0,0.1094615384615384,0.035575,0.0,0.4889198861976992,0.457229800583819,0.3490552510751822,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
